event_region_id,region,region_label,year,start_date,end_date,duration_days,deaths,total_affected,precip_mm,severity_score,severity_tier,split,event_inventory_source,era5_summary_status,era5_window_mean_hourly_precip_mm,era5_window_max_t2m_c,era5_precip_7d_mean,era5_precip_7d_max,era5_precip_7d_total,era5_precip_onset_hour,era5_precip_intensity,era5_t2m_mean_c,era5_wind_speed_mean,era5_runoff_total,era5_soil_moist_mean,era5_evap_total
east_africa_nile_headwaters__DFO_3367,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2008,2008-08-20,2008-08-28,9,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7947262198294891,6.10095501531147,190.7342927590774,40.0,3.9917486933681556,21.526156088858425,0.8197285241213339,0.47683573189769346,0.2161970627349278,1.263898700991969
east_africa_nile_headwaters__DFO_3394,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2008,2008-10-14,2008-10-16,3,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.9558554765606974,9.850401938052372,229.40531437456735,57.0,3.9651071147396766,20.183448598692443,3.3624776074301996,0.5735132859364184,0.2713864887573554,0.9152509254589941
east_africa_nile_headwaters__DFO_3404,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2008,2008-11-16,2008-11-20,5,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,1.0523853998953299,6.929661665518811,252.5724959748792,53.0,4.574201431706995,31.167597917596122,2.9282832694082375,0.631431239937198,0.21483731847695406,0.9272034840109599
east_africa_nile_headwaters__DFO_3714,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2010,2010-08-15,2010-09-17,34,,,232.6728057861328,2.3267280578613283,moderate,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.2019729167222976,29.45123291015625,0.8828420926029895,13.482734501031937,211.88210222471747,99.0,3.548781517917409,27.523974562360856,3.010797335442566,0.5297052555617937,0.24310878113751055,0.8662723732585725
east_africa_nile_headwaters__DFO_3863,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2011,2011-08-20,2011-09-08,20,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.8035888438777138,11.983496300566916,192.8613225306513,58.0,3.2636264512651083,24.551220566828917,4.300207268920888,0.4821533063266283,0.24069204670709174,1.159044114043994
east_africa_nile_headwaters__DFO_3874,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2011,2011-11-09,2011-11-15,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7905354787695837,6.1287541044801905,189.7285149047001,49.0,4.196249998882699,29.79432272795511,1.6114511890201637,0.4743212872617502,0.1664524880687533,1.0819894779947605
east_africa_nile_headwaters__DFO_3875,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2011,2011-11-09,2011-12-20,42,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.9761883041767575,7.270072305094803,234.2851930024218,59.0,4.125290737623663,28.423752758818562,1.626771911477277,0.5857129825060545,0.19860408510452845,0.9741401221090245
east_africa_nile_headwaters__DFO_3881,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2011,2011-11-29,2011-12-22,24,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7148232755352878,6.955144353538084,171.55758612846907,15.0,2.7812225740577574,25.607390465045107,6.7707943415648,0.4288939653211727,0.2655935364421795,0.9483267552247858
east_africa_nile_headwaters__DFO_3886,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2011,2011-12-20,2011-12-22,3,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,1.0952314624049555,6.7591376537032,262.8555509771893,23.0,3.846837713726289,31.349435491112867,0.2726551478396484,0.6571388774429733,0.1981486620569943,0.9182220856107582
east_africa_nile_headwaters__DFO_3917,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2012,2012-04-09,2012-04-26,18,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.987900669150262,9.043306039737956,237.09616059606287,27.0,3.8933750929909214,27.332470572920734,4.975480392816337,0.5927404014901572,0.18954158942291388,1.2360782662490717
east_africa_nile_headwaters__DFO_3981,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2012,2012-08-15,2012-09-07,24,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,1.0436294798952868,8.184487567682334,250.47107517486882,39.0,4.8279771921285155,28.816311057391164,2.242265065817214,0.6261776879371721,0.2648164274371473,1.1990083884789526
east_africa_nile_headwaters__DFO_3980,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2012,2012-08-20,2012-09-07,19,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.9429328972498237,11.343683250114259,226.30389533995768,74.0,3.846702683151129,24.24489228929976,3.006179420935664,0.5657597383498942,0.193861540096109,0.9521822071743241
east_africa_nile_headwaters__DFO_3991,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2012,2012-09-07,2012-10-03,27,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.9310382953834906,8.154920190615256,223.44919089203773,102.0,4.098517266136972,33.053614144447934,3.9489615743049757,0.5586229772300944,0.16353919576482828,1.2575078657001924
east_africa_nile_headwaters__DFO_3992,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2012,2012-09-22,2012-10-03,12,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.8647153266218548,7.608696808386073,207.53167838924514,55.0,3.519063754178176,26.820004135759987,1.2068930090586294,0.5188291959731128,0.2818819004810188,1.0873033811014798
east_africa_nile_headwaters__DFO_4022,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2013,2013-01-13,2013-01-17,5,,,20.217060089111328,0.2021706008911132,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.0443356595933437,33.6053466796875,0.9747206077128051,7.42649780720394,233.9329458510732,104.0,4.1470994878968845,30.493628895130605,3.282394371618099,0.5848323646276831,0.18947289060063863,1.0853229877889936
east_africa_nile_headwaters__DFO_4055,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2013,2013-05-01,2013-05-16,16,,,101.20343780517578,1.0120343780517578,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.1405603289604187,32.552337646484375,0.9695509023442833,7.6394706443763365,232.692216562628,103.0,3.909698288894273,29.739466573128123,3.5969418793538828,0.58173054140657,0.2400271908078474,0.9678727695180637
east_africa_nile_headwaters__DFO_4094,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2013,2013-10-08,2013-10-14,7,,,75.01950073242188,0.7501950073242187,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.148848220705986,30.979888916015625,0.8071172537494316,9.529483528299414,193.70814089986357,107.0,3.1804554331330976,30.420930691111963,4.581894987519429,0.4842703522496589,0.24565648292960124,1.124817837578062
east_africa_nile_headwaters__DFO_4137,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2014,2014-04-18,2014-05-01,14,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.9952009463222571,12.070801656405093,238.8482271173417,117.0,3.9249589273655667,26.226760791216343,4.700076005785495,0.5971205677933543,0.1760601118782085,0.9933942774352648
east_africa_nile_headwaters__DFO_4140,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2014,2014-05-10,2014-05-16,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.8394318687370997,12.392558368814042,201.46364849690394,83.0,3.1827417006745593,23.077921241534256,2.9230585753594465,0.5036591212422599,0.2553764653998364,1.2828448104200731
east_africa_nile_headwaters__DFO_4186,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2014,2014-09-21,2014-10-11,21,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,1.0229526495674703,7.013641543053052,245.50863589619289,110.0,4.212260541453146,25.694576788008156,4.804114786649082,0.6137715897404822,0.07234522856276054,1.2706080016013044
east_africa_nile_headwaters__DFO_4201,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2014,2014-10-24,2014-11-16,24,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.8851957370799574,9.30840141128858,212.44697689918976,17.0,3.72657047902547,26.85022723845237,3.9142989292886132,0.5311174422479744,0.24123221977203405,1.0032341490241214
east_africa_nile_headwaters__DFO_4305,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2015,2015-10-24,2015-10-28,5,,,98.24163055419922,0.9824163055419922,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.2154421657323837,30.55010986328125,1.0026126698479132,8.469553773972272,240.62704076349917,43.0,3.8833095852319355,29.819951462000493,2.6360784659882093,0.6015676019087479,0.29387572709716303,0.8642409920350503
east_africa_nile_headwaters__DFO_4317,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2015,2015-12-01,2016-01-06,37,,,88.70148468017578,0.8870148468017578,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.0972604006528854,31.276611328125,0.9450495696301439,7.81120581241879,226.81189671123454,11.0,4.321470899997511,25.813518116545822,2.591475402219201,0.5670297417780864,0.2419750934267184,0.9027223208361416
east_africa_nile_headwaters__DFO_4324,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2016,2016-01-14,2016-01-29,16,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.9123635317438615,6.084620730024749,218.96724761852676,95.0,3.4483387913385135,25.35297794336745,2.9695959256138353,0.5474181190463169,0.1398881796080898,1.065677978167566
east_africa_nile_headwaters__DFO_4357,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2016,2016-04-22,2016-05-30,39,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.8584705776354641,9.432375970137786,206.0329386325114,34.0,3.6054658470336345,27.968506306297773,4.014277238017108,0.5150823465812785,0.19522112530932287,1.1319386424536815
east_africa_nile_headwaters__DFO_4369,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2016,2016-06-30,2016-07-06,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.7988168423154856,9.216932397592592,191.71604215571654,24.0,3.8388560232252105,28.498243599754474,4.315195220992062,0.47929010538929134,0.17355831628674911,1.1315879365973662
east_africa_nile_headwaters__DFO_4472,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2017,2017-05-08,2017-05-15,8,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,,0.9018013159086953,6.570500958897203,216.43231581808686,10.0,3.671152147002292,26.95846381674193,3.806116250049204,0.5410807895452172,0.20317366130612358,1.2465925039982833
east_africa_nile_headwaters__DFO_4603,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2018,2018-04-23,2018-04-25,3,,,80.90074157714844,0.8090074157714844,low,val,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.1982861310243606,31.9913330078125,0.7661420609404979,7.909257899035324,183.8740946257195,4.0,3.3466867982963535,28.658036521393903,3.66339930565657,0.4596852365642987,0.2870999633469695,0.9130030079973066
east_africa_nile_headwaters__DFO_4602,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2018,2018-04-28,2018-05-01,4,,,81.20033264160156,0.8120033264160157,low,val,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.1879637390375137,33.072784423828125,0.8218892289498896,7.015913015476575,197.2534149479735,32.0,3.1586125852618947,29.290933973798143,4.284583518258886,0.49313353736993376,0.18377102048972627,1.1661457657213252
east_africa_nile_headwaters__EMDAT_2020-0037-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-01-27,2020-02-03,8,29.0,28258.0,49.46251678466797,57.75262516784667,moderate,test,EM-DAT Public Table,ok,0.0936790108680725,31.997772216796875,1.1490449397662492,10.503618275668492,275.7707855438998,20.0,4.523599353866944,29.196245542430425,5.163259252049644,0.6894269638597496,0.24900288964582423,1.2695166039170207
east_africa_nile_headwaters__EMDAT_2020-0098-RWA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-03-02,2020-03-10,9,3.0,5242.0,55.659759521484375,8.798597595214845,moderate,test,EM-DAT Public Table,ok,0.1008328944444656,34.3682861328125,1.0252325488089256,7.953257759707784,246.05581171414212,8.0,4.553999450412412,29.190276162665516,4.4436756654709555,0.6151395292853553,0.28009110992047537,1.2584984504743297
east_africa_nile_headwaters__EMDAT_2020-0194-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-03-10,2020-03-17,8,,17500.0,60.793724060058594,18.107937240600585,moderate,test,EM-DAT Public Table,ok,0.1151396259665489,34.3682861328125,0.8536212414605747,5.724613283425131,204.86909795053793,107.0,3.119149271179106,24.356438521186572,5.569354768270589,0.5121727448763449,0.12690282390648674,1.1793533172751918
east_africa_nile_headwaters__EMDAT_2020-0164-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-04-17,2020-05-05,19,5.0,200.0,153.57626342773438,6.735762634277344,moderate,test,EM-DAT Public Table,ok,0.1939094215631485,32.956268310546875,1.0099595094114409,8.54523698770161,242.3902822587458,45.0,4.428647174164196,22.90422162968717,4.487708034673301,0.6059757056468645,0.20858309797846053,0.8994201568646245
east_africa_nile_headwaters__EMDAT_2020-0164-KEN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-04-18,2020-06-01,45,285.0,810655.0,220.31222534179688,1097.8581222534178,extreme,test,EM-DAT Public Table,ok,0.1555877327919006,33.3038330078125,2.3891420202467963,27.476141774855847,573.3940848592312,105.0,10.575331809591619,22.3154013044895,2.9619924428200965,1.433485212148078,0.23389420165591854,0.89196502790088
east_africa_nile_headwaters__EMDAT_2020-0159-ETH,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-04-20,2020-05-08,19,12.0,219000.0,152.73086547851562,232.52730865478517,moderate,test,EM-DAT Public Table,ok,0.1928420066833496,33.3038330078125,1.339033318964855,11.152977172875948,321.36799655156517,26.0,5.7170325755365505,21.39251507558152,1.8421571251469646,0.803419991378913,0.21501938360276862,0.9654103330068615
east_africa_nile_headwaters__EMDAT_2020-0166-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-04-22,2020-04-26,5,2.0,19323.0,99.35037231445312,22.31650372314453,moderate,test,EM-DAT Public Table,ok,0.2178736180067062,32.65460205078125,1.099491694696715,12.826705692020331,263.8780067272116,87.0,4.54601512738323,25.392044051268137,5.852436496009703,0.659695016818029,0.19096657407526252,1.2324285860021789
east_africa_nile_headwaters__EMDAT_2020-0182-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-05-08,2020-05-08,1,3.0,100000.0,56.187347412109375,103.5618734741211,moderate,test,EM-DAT Public Table,ok,0.156075969338417,33.3038330078125,1.383029197081629,14.92451508653195,331.92700729959097,105.0,5.550948222104806,29.773927586083783,4.036738530235538,0.8298175182489774,0.2585880601409957,1.2049769333184166
east_africa_nile_headwaters__EMDAT_2020-0213-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-05-21,2020-05-25,5,11.0,25000.0,48.10926818847656,36.48109268188477,moderate,test,EM-DAT Public Table,ok,0.1055027842521667,32.745697021484375,1.1557801329161839,9.416141857219781,277.3872318998841,90.0,5.292541144046034,26.98969311644272,3.2292653620425424,0.6934680797497103,0.2572079094254995,1.203628332916149
east_africa_nile_headwaters__EMDAT_2020-0305-SDN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-06-01,2020-09-09,101,155.0,875013.0,492.913330078125,1034.9421333007813,extreme,test,EM-DAT Public Table,ok,0.178591787815094,32.17523193359375,2.0706049201690595,24.95393821229167,496.9451808405743,0.0,8.352741662010363,25.006596953362546,2.5113876388169767,1.2423629521014359,0.3178232022055266,1.1648869617736146
east_africa_nile_headwaters__EMDAT_2020-0564-ETH,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-06-01,2020-09-30,122,,1010854.0,575.2199096679688,1016.6061990966796,extreme,test,EM-DAT Public Table,ok,0.1762315928936004,32.17523193359375,2.2590782435082293,19.370907987412114,542.178778441975,90.0,9.090890982602692,27.696808000845685,2.423899839471998,1.3554469461049377,0.24224318487077517,1.158730420458826
east_africa_nile_headwaters__EMDAT_2020-0362-SSD,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-07-01,2020-12-31,184,,1042000.0,703.1748657226562,1049.031748657227,extreme,test,EM-DAT Public Table,ok,0.1479745060205459,31.840057373046875,2.301557605560987,17.939636182433514,552.3738253346369,118.0,8.871413672295104,31.098797926067093,6.934573821924939,1.3809345633365921,0.24252864520636994,1.0698853454770016
east_africa_nile_headwaters__EMDAT_2020-0385-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-08-19,2020-08-19,1,1.0,4000.0,76.70828247070312,5.767082824707031,moderate,test,EM-DAT Public Table,ok,0.2130785584449768,28.856597900390625,0.991052578882208,8.889088721520404,237.85261893172992,45.0,5.097989888368354,25.703693662699017,2.0333641046198165,0.5946315473293248,0.277453809349139,0.9783576087321911
east_africa_nile_headwaters__EMDAT_2020-0458-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-10-13,2020-10-15,3,12.0,,63.28683090209961,12.632868309020996,moderate,test,EM-DAT Public Table,ok,0.1551147848367691,30.6419677734375,0.8707643412224371,9.917146274353032,208.9834418933849,51.0,3.515343015070496,23.471812109464192,5.178880878143002,0.5224586047334623,0.2546618369064435,0.8718399566034049
east_africa_nile_headwaters__EMDAT_2020-0522-UGA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2020,2020-11-21,2020-11-24,4,7.0,2300.0,43.40948486328125,9.734094848632813,moderate,test,EM-DAT Public Table,ok,0.1004849150776863,31.003631591796875,0.8917367356383584,7.151580258731081,214.016816553206,96.0,3.2585996113638975,29.80921393334207,0.9665666429923228,0.535042041383015,0.18662626645666466,1.0839642807833325
